mesh_id,opt,nopt
1582413,9.424739,6.651355
124035,22.320491,8.237547
69169,47.282654,28.779162
62414,81.611733,16.27947
100646,23.405327,11.48464
83429,226.189064,83.421257
364254,225.089145,83.185232
60517,134.682246,27.334828
856332,309.596604,146.37614
375242,32.68605,11.981634
40360,176.339287,9.243091
112419,476.957672,225.45332
77513,225.198044,53.31269
702400,216.166019,58.463318
331798,376.74774,259.075242
187283,16.293845,13.033488
931872,182.056604,88.256752
1036312,67.550014,6.005517
43552,9.614196,7.675055
70067,40.91231,21.846209
66566,37.715621,13.685123
186554,106.384744,79.842863
787646,26.922044,13.293177
388629,44.708309,15.980337
1120763,16.493537,7.371209
110802,87.802196,20.713366
239180,5.701911,2.799918
97513,81.17587,7.052204
72225,28.63591,20.276427
1088051,1724.259684,1793.586006
37267,939.978651,947.765502
472041,133.538135,64.993333
229956,92.508274,8.760742
1120771,91.903595,34.028909
101214,123.495425,30.625207
52310,156.470948,69.016156
119238,1595.309534,359.659561
129898,80.295117,28.255618
567033,34.066511,17.365938
116066,12.911501,9.921527
331771,445.693833,331.34854
424212,375.858987,212.925365
1207658,58.951316,16.125698
91142,11.361352,9.994596
48417,84.300801,19.083522
56988,53.008715,15.971896
72227,34.820555,3.179927
1458683,307.54096,152.315608
98938,89.55282,4.810804
63785,1275.11893,1155.104143
331751,527.358242,377.466274
919986,39.272011,3.256414
118916,117.539198,56.361602
79196,23.794442,11.032797
178200,68.966848,29.886524
375252,24.13935,11.354893
37967,66.810006,0.972134
68216,335.455174,88.553194
389251,41.507728,14.470684
64578,44.268638,17.779885
118677,72.447171,25.19094
360068,31.403142,11.636647
39505,71.036447,23.343965
931890,247.236243,160.157752
41484,239.850027,138.131434
104737,314.877046,177.700921
39579,35.798995,0.42146
40659,179.795427,46.640606
79361,117.251967,39.279749
472030,31.483407,10.992865
314442,256.130298,101.285861
40920,59.48934,13.663818
67927,42.652972,32.452929
526814,129.360808,46.354146
267484,229.162572,117.021758
104188,646.451105,180.746613
158250,76.973939,20.897752
1063863,220.310216,151.512797
734281,274.522766,145.00443
501149,87.772694,40.867699
1436273,9.299751,3.627694
97515,137.857355,27.752356
138207,13.909868,0.493604
357806,810.625197,651.776574
51508,28.393952,8.470881
42636,62.485578,20.851749
162333,20.158708,1.169784
50430,455.188493,277.464821
91458,279.630065,134.276412
231207,161.778995,54.880627
68812,59.386236,35.312005
650187,141.659653,94.245702
71763,21.023509,10.101528
1349593,53.028992,17.882193
133086,405.937187,165.578516
518083,365.27958,183.758673
702425,228.839099,86.579901
230152,386.028561,158.9182
814680,251.236216,156.733445
72337,32.420391,21.02831
52970,65.019274,20.243043
47918,21.907808,8.018544
107438,164.885,71.537607
293452,333.35395,70.744303
260543,376.996492,127.176941
1146169,262.506128,140.37885
103737,7.013288,3.752147
814673,8.018602,2.228715
40195,281.402619,194.807853
44952,75.521323,29.407629
39106,366.824294,150.351203
61200,113.54393,60.665477
472109,58.591813,33.277062
76539,72.094671,26.50523
96307,21.006757,11.376234
682291,113.142904,67.142222
203288,124.984133,50.324006
494997,64.022307,27.791057
38497,40.938309,29.747417
281376,163.956412,70.316825
498456,9802.848382,4218.223827
447333,86.495981,27.114408
1483721,117.256934,54.18931
1505029,10.906195,6.637973
112564,240.651175,137.495904
91145,8.285046,7.200613
325170,669.851778,622.793071
252632,469.427643,181.393417
77950,59.398075,21.986447
238416,177.758097,97.663346
96269,34.114804,16.261159
49887,67.409729,39.324879
222691,219.10698,66.551882
257591,212.570791,93.110148
36373,47.117412,33.288847
69707,281.108743,164.73185
789072,77.531217,21.373746
1681184,30.274073,15.623285
289646,12.493969,7.053709
45138,226.989593,149.292414
123354,43.970915,22.587393
376235,125.456918,40.240035
472197,60.591642,26.968223
39498,361.425431,250.679528
84021,161.955312,88.815903
96770,56.284076,29.917386
100641,27.210782,15.583885
51509,127.634654,57.55208
702392,64.444279,31.434666
109925,5.989461,5.347545
1036653,109.188009,46.367299
57353,63.392623,20.381171
110370,78.949591,27.121982
360067,40.692697,36.742966
106839,397.858079,143.230368
1706463,142.35225,57.753213
985716,330.358513,161.810521
1228191,14.547649,5.663609
472090,132.484122,70.41218
472070,41.173026,25.506332
960065,189.337655,106.527891
229953,26.674898,18.906353
313878,145.095019,90.388277
1481222,259.254987,116.02319
112548,421.265302,397.013245
46579,83.194118,52.384255
301934,158.550273,107.504679
65942,587.224121,188.213201
188497,11.937157,7.125144
43860,4.751561,4.283654
51358,339.535976,161.665356
202265,215.836383,54.693476
70832,59.227577,15.366556
509319,339.983985,166.811749
61668,149.385517,49.691642
785455,295.991497,104.684418
113127,26.449539,14.82646
697229,708.304109,576.784346
267661,163.451522,25.738721
1307398,32.834955,16.117801
115062,67.957406,26.726489
87394,93.952787,42.157082
105338,40.434893,15.862901
106840,383.942934,141.414793
44057,20.761271,11.604499
100349,71.71973,21.685919
107437,79.458815,40.937794
178340,140.023293,52.468357
1207649,231.244578,145.235252
61196,61.918924,25.166331
168076,10.493717,4.000823
40746,31.397882,12.272265
415278,541.850085,135.154788
51652,54.517753,23.296455
39168,68.448008,45.950347
101634,327.289246,103.025632
86324,365.441256,209.405471
904505,33.061282,16.285773
196196,37.550893,15.515665
518081,365.622715,194.141782
110908,76.829264,49.041284
149307,57.498165,42.974812
471991,146.31586,68.566964
136397,20.249548,13.045914
301917,76.086813,33.330295
208726,627.033952,586.766443
60682,55.526193,23.217667
168928,52.280915,16.321055
70057,87.526582,31.668076
100045,36.095965,11.731114
108613,174.268503,122.022182
151376,380.418943,197.69966
331750,510.277289,404.702619
104294,19.114356,7.951996
175915,24.090063,10.136576
57312,307.770487,97.559032
128584,428.331695,163.676355
75117,97.22764,50.793392
371103,73.784419,21.211103
423819,27.745373,18.227506
68807,91.627227,29.645469
1368076,507.281641,313.993092
65033,364.166167,121.677929
44000,27.457688,12.469546
72657,103.04551,53.391206
601642,380.800338,170.826643
96472,166.262001,66.722368
113417,255.136833,109.515077
593084,91.047303,39.273701
814661,117.731605,39.061081
51325,88.852656,50.628374
65285,207.486353,96.446585
472094,58.974912,38.067053
1389866,118.517639,52.925804
94677,121.911183,80.325303
762591,217.087846,71.966001
502010,1117.492276,364.550818
85790,1095.804088,869.223781
89416,21.202191,7.772716
222690,34.982588,19.24052
85798,168.129989,100.674957
500104,87.444637,42.65715
36371,179.19674,48.130341
80442,33.613747,18.579293
123958,76.263274,51.950072
1203191,248.479019,134.018899
111626,293.035293,62.402461
46542,37.134625,14.949715
48557,145.305083,91.404003
278456,43.126352,19.635188
57085,160.260258,63.334984
1037020,191.271357,104.16964
48944,202.165647,115.937774
76207,172.578537,122.706021
472064,111.648562,58.057293
238635,254.146932,122.263754
501146,242.579074,132.0462
115060,59.352986,23.989576
269997,318.072825,158.082229
100606,32.911773,9.205746
83694,388.368798,172.148884
48368,125.627281,87.009243
99908,32.642352,16.370099
81568,99.816888,53.431986
108785,391.365502,117.343086
67985,172.453653,75.190997
59128,121.722882,66.796503
298593,79.471956,44.376174
62415,29.960894,16.785631
63445,71.464,34.056125
111959,1091.52486,566.236112
105761,126.444055,50.455364
135804,590.932286,182.805627
58052,178.59029,90.001913
252175,121.087446,55.992991
76054,114.438241,68.04439
37569,68.075614,44.983088
42291,13.369858,8.227041
1174397,284.674487,160.366775
255657,41.450326,27.68027
37568,15.166557,12.382487
98714,48.569083,43.755175
1356640,167.132328,89.414616
46540,17.226116,7.447556
100642,59.511396,34.434438
59715,352.204239,196.171849
118923,336.097924,168.034048
1454018,160.827735,86.43132
51322,25.404234,12.874056
51454,91.476091,52.959728
285603,199.075771,51.02269
79183,8.759649,7.883621
165154,364.338825,167.555635
84622,219.185768,91.532033
93237,365.044282,112.269802
1505036,115.89061,68.560993
116876,185.285476,62.115638
1021166,340.191136,274.337024
1452669,6.0714,3.040218
72666,102.786341,59.14614
43859,4.476601,3.955477
472086,119.402082,63.969728
1036317,120.282976,48.209403
81139,113.029209,81.394996
375261,62.288645,43.369327
486343,187.110398,134.528718
116877,168.725126,64.634217
1344037,19.422131,15.090379
677341,48.320283,26.242956
80557,388.615886,90.899909
225940,25.156221,12.937827
1582426,14.012604,9.205768
693470,87.59263,47.220793
1093600,243.394215,64.369109
50725,25.234771,19.495461
100638,25.705546,16.032187
72604,38.635668,26.137931
51316,36.214505,23.359815
89418,52.3661,17.65085
49160,50.234751,19.492537
95811,13.533274,3.820872
1036471,269.155051,125.076646
200003,25.577987,14.051025
790182,94.102024,61.688175
76192,70.706667,38.608389
839694,121.992206,70.265276
104640,178.721092,73.191678
118908,47.751439,22.188592
669968,71.516325,35.135393
375247,28.270919,13.290193
1458696,43.817135,17.659735
697208,135.127922,81.380721
1147240,119.342385,55.742891
110710,30.501562,19.016927
69537,20.372228,8.07946
108328,26.934274,13.01353
842507,59.285162,24.987292
96306,14.489202,12.516866
65402,43.877687,19.346518
106337,573.090881,229.98167
124041,53.027928,26.196813
55031,243.771428,45.327641
1382593,67.614543,28.205278
111587,51.496822,30.907862
40008,34.023624,7.268488
1146260,158.368147,62.526594
372058,1192.941433,269.763132
78350,29.401826,11.36892
1044252,169.962814,52.877272
70368,290.948895,135.884152
46461,576.871232,213.837493
762975,166.837949,84.151853
69987,68.293299,23.91142
100037,52.623214,18.327159
233191,10.379238,9.337982
118298,128.495515,83.946453
271301,47.482142,22.595049
271874,22.710956,8.685005
472025,49.524256,37.94424
163738,255.045242,216.658495
77336,29.659163,16.503557
49885,62.620663,28.833653
238637,110.30949,86.585417
69986,100.227775,16.968981
931889,945.957081,617.70077
518036,408.152981,195.582229
1327299,163.918147,85.919193
57659,27.754803,7.569425
80603,93.621368,34.148961
67891,128.482538,47.465855
53124,11.882151,10.35175
301805,858.894321,530.987441
57464,119.349744,62.326695
77458,408.785682,120.749419
124532,247.469791,145.612229
85799,88.780481,64.854081
128336,103.635632,67.610092
423825,56.730461,35.21947
116075,36.733264,18.711626
107543,619.633577,608.384411
1722418,39.195503,31.111543
894829,56.456091,25.170571
91735,431.66003,165.165594
73236,243.360255,192.584236
37284,131.603339,60.542253
1489597,43.799077,17.254745
313873,118.297187,36.099642
1176417,352.277287,190.00092
956669,30.794731,14.306345
231944,36.170773,9.572013
83855,37.877597,18.391306
82257,203.212756,94.125049
241235,36.069411,18.233078
441720,223.550644,73.791947
128076,6.116906,4.451187
124360,13.705629,10.022866
47087,110.795089,60.822138
37964,93.576084,34.187244
996802,789.293933,729.57069
95794,1.550731,1.369116
1275116,32.093247,14.228247
79428,65.500679,39.808434
1489591,83.024664,25.211498
117523,8.949201,7.402301
136935,11.324291,6.660916
37012,26.45054,14.951415
860049,1498.812407,818.441247
295746,42.838548,26.881903
96965,73.609766,44.1993
202267,185.432685,74.394293
208248,133.948956,43.325445
170180,992.404178,604.972417
113340,36.077268,14.9533
135789,444.494471,136.492516
325066,668.259348,457.028759
471289,513.426895,368.780512
91655,13.114287,11.45819
65633,121.794062,85.820717
59080,120.907678,72.244095
372535,477.298353,271.579694
134618,56.554555,31.9898
95503,69.497768,25.556251
496388,40.41629,15.465583
1063854,90.031554,58.698766
222698,1092.400087,442.398593
77930,97.646263,33.467161
135757,27.446686,15.823579
105863,86.412014,30.46091
80937,22.110963,16.670328
41360,158.474888,100.778947
472077,87.596261,28.580389
113863,89.836769,42.083189
68454,76.236365,47.529052
52860,59.185739,32.292096
1036309,28.710178,20.111098
134637,104.703777,36.368873
243016,95.194415,42.40336
82541,81.71066,36.143139
75357,238.343214,74.912156
44110,36.320081,13.6095
236148,246.786669,105.324169
849729,27.609936,17.540645
75088,642.989563,472.662524
375265,28.388792,15.591606
200690,22.179414,18.474026
996801,283.883876,83.002678
104431,10.48831,8.271131
472096,59.424742,42.170872
635755,341.954209,189.511612
46054,384.668374,101.267188
976645,33.262614,14.211281
988105,42.276207,32.546528
439141,255.010361,136.546722
1582401,13.832024,9.047724
331775,478.456162,312.479966
472135,32.87141,23.108722
325067,737.964223,453.135299
232910,76.636451,15.278997
908460,239.101066,104.658445
51660,24.683782,14.746836
74439,9.947942,8.872317
91378,128.975607,55.033028
369988,7.587308,6.857746
793564,288.16546,65.468572
472134,110.707362,50.453603
110042,33.808838,15.24043
116866,104.285729,44.777741
1458701,19.058119,6.981796
74642,35.351468,31.986495
124249,174.589513,75.230452
98976,134.505758,77.499112
132424,94.133647,43.908432
1075455,26.955991,11.086473
68250,12.832925,9.482856
45341,166.519693,105.495087
697216,113.479604,78.394663
1758046,232.03954,118.357146
74452,24.430371,12.556165
77477,16.21161,11.516305
74492,21.230128,14.526903
127152,14.128708,9.745457
366279,366.563358,229.06937
54759,94.20784,53.667824
57937,118.851197,59.314663
57053,30.899815,14.488479
36075,29.552283,22.376914
509309,69.041459,52.366834
64573,30.123716,8.855756
1451897,103.029845,35.900499
1509867,523.43729,331.157605
39892,15.77831,10.710677
63052,11.852744,8.705068
461112,301.496082,109.916011
301932,157.064315,100.545696
105859,158.797462,90.771586
187992,109.884988,79.697931
374398,47.613281,19.098732
496672,165.716295,102.572674
108617,99.733506,57.698258
71990,57.697366,25.307973
663109,65.23039,29.973754
387223,119.564366,61.063213
190698,301.646828,94.073246
71159,74.074974,51.925393
1681239,172.617255,107.582406
161461,212.241986,115.454412
37825,30.636962,10.23188
100139,98.687719,71.096924
187991,122.122959,54.685834
53142,75.684259,29.579596
69131,71.404227,44.228391
75147,441.890379,124.825095
129911,95.484839,50.857722
75660,118.729533,46.980348
65610,10.785421,8.559718
80084,31.507147,20.086555
69058,12.427228,11.126261
472018,48.3888,29.253654
39012,131.026585,55.369124
111876,369.384691,167.617521
96779,173.237891,93.82501
760498,57.76956,30.892914
243266,115.300885,65.6726
76903,25.23278,18.736825
68510,29.475553,23.632654
89542,26.590814,14.312368
62860,16.612173,14.742364
65606,212.274134,46.357361
100388,146.992084,40.798909
178193,51.166681,37.109208
548878,347.111279,153.105038
101168,776.593786,233.559567
39345,52.732028,18.98704
116051,55.555853,22.583208
93151,680.255297,240.392062
61460,15.357088,12.627591
1396903,147.877867,64.74344
360069,102.35556,72.417899
113861,95.303679,44.056769
37841,111.647489,38.981907
462519,55.372043,22.111527
84614,320.775614,126.330088
53159,267.583222,67.606893
117428,46.499936,17.034379
916909,222.654512,79.458763
78944,21.730701,15.166876
681051,1629.913669,1116.772952
217030,64.407902,37.973728
38641,48.088959,30.71154
80748,20.404332,12.606492
1422547,125.034071,53.334075
702204,147.37187,81.042308
42629,58.689062,28.473513
80941,9.771148,7.638588
108313,31.97168,9.573812
82378,14.766635,5.507303
498455,3194.741619,2113.469998
697227,110.337631,73.228338
276932,45.885546,28.131019
39164,77.138247,46.32177
233193,9.435429,8.591048
190248,39.391965,20.569676
36088,79.638485,29.446078
236147,176.403452,74.241114
313876,64.510508,41.413802
135807,225.527158,100.183243
529449,356.74759,122.282302
762588,250.581145,79.934066
37861,460.752723,346.615134
237630,43.09997,27.385961
52861,77.535344,37.838107
543708,99.157821,43.054277
789070,22.514807,11.34331
129987,208.475557,126.829871
133582,781.113,179.028949
509320,395.239091,165.101104
49742,159.763077,30.114897
52058,177.177932,90.668402
472205,124.44139,49.468579
1706468,216.918017,99.327076
697219,124.810294,72.371495
373703,391.548739,269.849208
78226,114.217949,76.787487
250142,19.027688,9.174176
1037151,145.325165,73.418717
49884,89.914613,23.259973
1329184,64.33052,45.774545
135222,86.700462,36.058467
331746,467.278539,346.031029
237643,32.467807,16.044676
64446,206.798216,123.38383
1228190,193.731084,85.346934
98664,39.69567,20.784577
75915,14.277587,6.878357
129928,55.417372,36.687016
50738,64.658833,28.178867
110794,85.647103,46.904889
1179044,133.633161,49.788623
1093113,41.899807,20.982858
1772312,317.59794,153.502942
1088217,1620.343732,1031.199419
87296,73.896984,50.591218
122947,116.591622,47.642874
557384,128.473788,96.818873
43554,41.728134,17.45463
472118,67.412535,24.006052
223731,272.383037,127.313466
1772593,10.842699,6.17117
642501,114.542794,62.502687
472156,30.359424,12.289756
109014,214.948739,115.233507
1158262,8.333668,6.306045
131723,21.033449,10.551642
498458,2818.62495,1642.791507
1750623,161.034406,77.795706
135808,15.68903,8.405215
1312969,233.387956,130.112732
399566,177.523348,92.303461
52147,23.700198,19.424606
45803,128.006693,60.737013
1501547,280.692884,56.917802
130046,131.417631,67.270016
117020,20.553579,14.445705
36091,132.747901,48.296966
77245,356.460295,159.69652
635750,64.781021,34.662439
1572508,480.35841,330.416496
116867,102.118674,52.755243
500114,215.609913,120.330496
325084,594.147822,392.493695
202264,155.448344,48.743045
1458671,20.895141,15.027834
74494,5.713316,4.983257
90687,73.955147,23.642515
51884,418.422184,227.764947
42329,358.656341,223.763574
96914,124.136576,57.609072
41098,25.98598,14.41418
112536,347.687821,160.320816
41729,233.287,118.210674
168905,145.101605,70.242036
814657,97.716739,47.202999
37266,847.462336,452.627014
225936,49.731743,34.888723
64821,18.987508,10.749693
44025,580.660311,166.817505
49888,24.297723,13.608818
591234,59.719499,18.46582
472082,76.740775,37.385803
53092,30.533661,18.132567
73342,34.015585,11.215121
1496712,311.020718,138.526133
66121,275.495189,161.300636
1411699,155.256051,60.68808
58010,294.317677,166.177387
203860,200.660734,76.264958
110374,97.132549,22.54579
153369,205.091544,141.506539
56482,193.418307,104.828579
703556,35.525459,19.340066
42936,45.279858,31.746229
96123,129.530469,84.535383
117000,161.054989,85.752463
833873,209.237849,100.272487
83416,476.444817,189.708914
112835,325.339076,215.990531
108340,71.053758,27.20394
53123,12.172895,10.73516
306466,42.158285,13.424196
70114,29.984721,12.17283
44908,101.234029,74.240416
65144,28.667304,25.741973
850630,76.642139,31.555558
37011,137.855625,62.759701
472095,46.15035,30.961033
268657,273.024029,82.25906
972835,37.72024,22.875142
343544,27.46217,16.366387
225976,101.750166,64.810304
118681,146.413697,83.439642
91285,701.383538,236.237215
124372,12.677318,7.148239
58261,252.199727,110.392484
611684,313.429119,148.551265
111010,2.95849,2.618103
409625,101.434066,28.240303
112421,132.020629,77.464855
325194,626.895984,361.430179
65587,42.694421,20.029376
76477,1186.460239,323.114367
135771,891.986055,245.531518
44498,48.299485,20.791545
763723,333.065909,107.05133
103284,13.680425,10.526312
1215418,235.66174,60.980913
57420,23.592059,16.693115
100047,116.772472,38.336985
135677,89.963,43.768272
99904,73.786736,37.750979
81214,133.652326,91.801948
919987,13.7985,12.07276
242305,192.450345,99.972173
1681118,106.949956,46.257843
1411687,220.110867,106.351966
472127,26.795142,16.007643
66902,20.768441,12.871861
41997,101.876357,55.598434
94240,190.390418,107.312566
271877,41.62795,18.093713
192039,23.115841,11.723
93366,1510.970664,774.620168
37966,177.466187,55.731824
71165,153.832086,153.823362
1129085,186.812594,55.556125
1126614,263.388267,181.494836
509310,141.556618,79.449487
39085,221.670424,67.245233
258879,21.760644,20.094413
293453,301.123123,107.951835
78323,26.427198,14.301379
286160,201.3044,83.05163
196194,59.226468,21.14036
669970,188.911209,92.693813
71554,124.437015,65.032589
497513,152.004552,38.656005
188019,245.174615,90.741692
958469,1123.187852,578.102766
57084,152.209488,87.903953
48956,44.342736,16.333033
94664,115.403062,89.422562
69705,273.247142,146.36237
1038445,177.085822,104.751267
48558,146.451097,88.566652
77021,30.848885,16.686859
91394,724.245871,355.513783
89855,53.842216,23.009545
530426,221.091793,164.804299
76756,123.555858,59.787786
343552,18.746762,8.450679
60277,40.51928,29.725169
69261,588.129273,404.587353
50270,102.583121,26.30367
139934,6.665147,3.14645
814682,262.771666,160.45975
51016,135.888036,54.824094
1582409,11.015073,7.36917
128057,56.568661,25.181183
129925,246.518681,117.817027
92956,23.877436,18.842185
97431,110.702928,40.786231
105925,41.029314,33.50856
99901,131.340629,65.905756
931888,386.17861,237.113937
42638,66.178875,36.276058
136167,149.210976,105.13036
239190,128.64271,83.662165
84987,22.800087,13.197459
76715,95.337875,35.325441
143966,267.535588,73.766181
1038440,343.395224,204.561473
177007,74.579468,28.503716
112778,63.507305,28.733885
38294,27.408651,17.717561
55353,61.023376,21.295489
60716,64.2633,25.880796
701637,37.656613,27.634817
49208,148.330533,66.160676
75658,309.101181,81.237009
211915,84.111275,32.885687
740251,159.596871,45.780038
206318,243.058242,58.202716
1422542,83.188321,37.631183
68255,16.450281,13.345807
59158,104.486591,49.458145
591219,45.854096,27.885951
702423,83.022966,33.105988
97511,70.114983,29.043741
1288651,102.438448,42.209768
